strategy,optimizer,builder,window_label,score,total_return,trades,equity_final,bars_processed,penalized_reason,window_start_ts,window_end_ts,param_allow_short,param_cooldown_bars,param_debug,param_entry_threshold,param_exit_threshold,param_lookback_ticks,param_max_volatility,param_min_volatility,param_order_notional,param_qty_frac,param_stop_loss_pct,param_take_profit_pct,param_trend_confirmation,param_volatility_window,run_dir
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,0,False,0.000500,0.001100,90,0.079000,0.000800,5.000000,1.000000,0.020000,0.030000,False,135,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200507Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200512Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,5,False,0.001300,0.001200,66,0.044000,0.000400,5.000000,1.000000,0.010000,0.070000,False,95,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200517Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200522Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200526Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,5,False,0.000300,0.001500,57,0.043000,0.000600,5.000000,1.000000,0.010000,0.030000,True,107,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200530Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,True,144,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200535Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,True,79,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200540Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,4,False,0.000900,0.001400,20,0.035000,0.000700,5.000000,1.000000,0.042000,0.025000,True,113,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200545Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,6,False,0.001000,0.000100,10,0.070000,0.000400,5.000000,1.000000,0.050000,0.065000,True,96,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200549Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,3,False,0.000400,0.000600,59,0.051000,0.000900,5.000000,1.000000,0.016000,0.035000,False,150,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200554Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,5,False,0.000300,0.000900,85,0.052000,0.000700,5.000000,1.000000,0.016000,0.045000,True,150,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T200559Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,0,False,0.000500,0.001100,90,0.079000,0.000800,5.000000,1.000000,0.020000,0.030000,False,135,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204900Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204905Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,5,False,0.001300,0.001200,66,0.044000,0.000400,5.000000,1.000000,0.010000,0.070000,False,95,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204910Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204915Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204919Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,5,False,0.000300,0.001500,57,0.043000,0.000600,5.000000,1.000000,0.010000,0.030000,True,107,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204923Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,True,144,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204928Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,True,79,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204933Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,4,False,0.000900,0.001400,20,0.035000,0.000700,5.000000,1.000000,0.042000,0.025000,True,113,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204938Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,6,False,0.001000,0.000100,10,0.070000,0.000400,5.000000,1.000000,0.050000,0.065000,True,96,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204945Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,3,False,0.000400,0.000600,59,0.051000,0.000900,5.000000,1.000000,0.016000,0.035000,False,150,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T204952Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,0.0,0.0,0,100.0,44224,,1763444746.142,1763487946.142,False,5,False,0.000300,0.000900,85,0.052000,0.000700,5.000000,1.000000,0.016000,0.045000,True,150,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T205002Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,0,False,0.000500,0.001100,90,0.079000,0.000800,5.000000,1.000000,0.020000,0.030000,False,135,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214654Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214659Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,5,False,0.001300,0.001200,66,0.044000,0.000400,5.000000,1.000000,0.010000,0.070000,False,95,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214704Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214709Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214713Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,5,False,0.000300,0.001500,57,0.043000,0.000600,5.000000,1.000000,0.010000,0.030000,True,107,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214717Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,True,144,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214722Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,True,79,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214727Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,4,False,0.000900,0.001400,20,0.035000,0.000700,5.000000,1.000000,0.042000,0.025000,True,113,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214732Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,6,False,0.001000,0.000100,10,0.070000,0.000400,5.000000,1.000000,0.050000,0.065000,True,96,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214737Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,3,False,0.000400,0.000600,59,0.051000,0.000900,5.000000,1.000000,0.016000,0.035000,False,150,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214741Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,12h,-1000000.0,0.0,0,100.0,44224,trades<5,1763444746.142,1763487946.142,False,5,False,0.000300,0.000900,85,0.052000,0.000700,5.000000,1.000000,0.016000,0.045000,True,150,runs_opt/compact_60ticks/momentum/bayes/12h/20251119T214746Z_momentum_bayes_12h
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,0,False,0.000500,0.001100,90,0.079000,0.000800,5.000000,1.000000,0.020000,0.030000,False,135,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200609Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200620Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-7.172643616026875e-05,-7.172643616026875e-05,2,99.99282735638397,107558,,1763401546.142,1763487946.142,False,5,False,0.001300,0.001200,66,0.044000,0.000400,5.000000,1.000000,0.010000,0.070000,False,95,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200631Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-6.68747448189233e-05,-6.68747448189233e-05,2,99.9933125255181,107558,,1763401546.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200642Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0005748488549244257,0.0005748488549244257,1,100.05748488549244,107558,,1763401546.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200651Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-7.486020281233241e-05,-7.486020281233241e-05,2,99.99251397971877,107558,,1763401546.142,1763487946.142,False,5,False,0.000300,0.001500,57,0.043000,0.000600,5.000000,1.000000,0.010000,0.030000,False,107,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200701Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-8.378552475019063e-05,-8.378552475019063e-05,2,99.99162144752498,107558,,1763401546.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,False,144,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200711Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-3.134992713205165e-05,-3.134992713205165e-05,2,99.9968650072868,107558,,1763401546.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,False,79,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200723Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0006453324478203903,0.0006453324478203903,1,100.06453324478204,107558,,1763401546.142,1763487946.142,False,3,False,0.000900,0.001300,18,0.045000,0.000700,5.000000,1.000000,0.040000,0.025000,False,110,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200733Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-3.279619935492306e-05,-3.279619935492306e-05,2,99.9967203800645,107558,,1763401546.142,1763487946.142,False,3,False,0.001100,0.000200,10,0.073000,0.000600,5.000000,1.000000,0.050000,0.060000,True,107,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200744Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,2,False,0.000500,0.000800,53,0.052000,0.000800,5.000000,1.000000,0.022000,0.025000,False,149,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200755Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,3,False,0.000300,0.001000,80,0.047000,0.000700,5.000000,1.000000,0.022000,0.030000,True,150,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200806Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-0.0010494345479314937,-0.0010494345479314937,2,99.89505654520686,107558,,1763401546.142,1763487946.142,False,1,False,0.000500,0.001000,10,0.066000,0.000700,5.000000,1.000000,0.018000,0.020000,True,118,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200818Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,3,False,0.000300,0.000600,103,0.059000,0.000700,5.000000,1.000000,0.024000,0.050000,False,150,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200829Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-7.272897207510898e-05,-7.272897207510898e-05,2,99.99272710279249,107558,,1763401546.142,1763487946.142,False,1,False,0.001200,0.001300,63,0.030000,0.000700,5.000000,1.000000,0.038000,0.020000,False,115,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200840Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-0.0013505071369269706,-0.0013505071369269706,2,99.86494928630731,107558,,1763401546.142,1763487946.142,False,0,False,0.000600,0.001500,10,0.048000,0.000700,5.000000,1.000000,0.024000,0.035000,True,110,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T200851Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,0,False,0.000500,0.001100,90,0.079000,0.000800,5.000000,1.000000,0.020000,0.030000,False,135,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205014Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205027Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-7.172643616026875e-05,-7.172643616026875e-05,2,99.99282735638397,107558,,1763401546.142,1763487946.142,False,5,False,0.001300,0.001200,66,0.044000,0.000400,5.000000,1.000000,0.010000,0.070000,False,95,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205039Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-6.68747448189233e-05,-6.68747448189233e-05,2,99.9933125255181,107558,,1763401546.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205049Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0005748488549244257,0.0005748488549244257,1,100.05748488549244,107558,,1763401546.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205059Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-7.486020281233241e-05,-7.486020281233241e-05,2,99.99251397971877,107558,,1763401546.142,1763487946.142,False,5,False,0.000300,0.001500,57,0.043000,0.000600,5.000000,1.000000,0.010000,0.030000,False,107,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205109Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-8.378552475019063e-05,-8.378552475019063e-05,2,99.99162144752498,107558,,1763401546.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,False,144,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205119Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-3.134992713205165e-05,-3.134992713205165e-05,2,99.9968650072868,107558,,1763401546.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,False,79,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205131Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0006453324478203903,0.0006453324478203903,1,100.06453324478204,107558,,1763401546.142,1763487946.142,False,3,False,0.000900,0.001300,18,0.045000,0.000700,5.000000,1.000000,0.040000,0.025000,False,110,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205141Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-3.279619935492306e-05,-3.279619935492306e-05,2,99.9967203800645,107558,,1763401546.142,1763487946.142,False,3,False,0.001100,0.000200,10,0.073000,0.000600,5.000000,1.000000,0.050000,0.060000,True,107,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205152Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,2,False,0.000500,0.000800,53,0.052000,0.000800,5.000000,1.000000,0.022000,0.025000,False,149,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205203Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,3,False,0.000300,0.001000,80,0.047000,0.000700,5.000000,1.000000,0.022000,0.030000,True,150,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205214Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-0.0010494345479314937,-0.0010494345479314937,2,99.89505654520686,107558,,1763401546.142,1763487946.142,False,1,False,0.000500,0.001000,10,0.066000,0.000700,5.000000,1.000000,0.018000,0.020000,True,118,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205226Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,0.0,0.0,0,100.0,107558,,1763401546.142,1763487946.142,False,3,False,0.000300,0.000600,103,0.059000,0.000700,5.000000,1.000000,0.024000,0.050000,False,150,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205237Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-7.272897207510898e-05,-7.272897207510898e-05,2,99.99272710279249,107558,,1763401546.142,1763487946.142,False,1,False,0.001200,0.001300,63,0.030000,0.000700,5.000000,1.000000,0.038000,0.020000,False,115,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205248Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-0.0013505071369269706,-0.0013505071369269706,2,99.86494928630731,107558,,1763401546.142,1763487946.142,False,0,False,0.000600,0.001500,10,0.048000,0.000700,5.000000,1.000000,0.024000,0.035000,True,110,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T205259Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,0.0,0,100.0,107558,trades<5,1763401546.142,1763487946.142,False,0,False,0.000500,0.001100,90,0.079000,0.000800,5.000000,1.000000,0.020000,0.030000,False,135,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214756Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,0.0,0,100.0,107558,trades<5,1763401546.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214808Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,-7.172643616026875e-05,2,99.99282735638397,107558,trades<5,1763401546.142,1763487946.142,False,5,False,0.001300,0.001200,66,0.044000,0.000400,5.000000,1.000000,0.010000,0.070000,False,95,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214819Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,-6.68747448189233e-05,2,99.9933125255181,107558,trades<5,1763401546.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214830Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,0.0005748488549244257,1,100.05748488549244,107558,trades<5,1763401546.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214839Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,-7.486020281233241e-05,2,99.99251397971877,107558,trades<5,1763401546.142,1763487946.142,False,5,False,0.000300,0.001500,57,0.043000,0.000600,5.000000,1.000000,0.010000,0.030000,True,107,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214849Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,-8.378552475019063e-05,2,99.99162144752498,107558,trades<5,1763401546.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,True,144,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214900Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,-3.134992713205165e-05,2,99.9968650072868,107558,trades<5,1763401546.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,True,79,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214912Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,0.0005748488549244257,1,100.05748488549244,107558,trades<5,1763401546.142,1763487946.142,False,4,False,0.000900,0.001400,20,0.035000,0.000700,5.000000,1.000000,0.042000,0.025000,True,113,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214922Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,-2.7981686727129862e-05,2,99.99720183132729,107558,trades<5,1763401546.142,1763487946.142,False,6,False,0.001000,0.000100,10,0.070000,0.000400,5.000000,1.000000,0.050000,0.065000,True,96,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214934Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,0.0,0,100.0,107558,trades<5,1763401546.142,1763487946.142,False,3,False,0.000400,0.000600,59,0.051000,0.000900,5.000000,1.000000,0.016000,0.035000,False,150,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214945Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1d,-1000000.0,0.0,0,100.0,107558,trades<5,1763401546.142,1763487946.142,False,5,False,0.000300,0.000900,85,0.052000,0.000700,5.000000,1.000000,0.016000,0.045000,True,150,runs_opt/compact_60ticks/momentum/bayes/1d/20251119T214957Z_momentum_bayes_1d
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T200404Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,4,False,0.001200,0.001300,20,0.034000,0.000700,5.000000,1.000000,0.034000,0.070000,True,60,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T200405Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,0,False,0.001200,0.000900,48,0.087000,0.000700,5.000000,1.000000,0.024000,0.065000,True,79,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T200406Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,6,False,0.001000,0.000100,10,0.070000,0.000400,5.000000,1.000000,0.050000,0.065000,True,96,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T200407Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,5,False,0.000300,0.000900,85,0.052000,0.000700,5.000000,1.000000,0.016000,0.045000,True,150,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T200408Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,1,False,0.000400,0.000400,14,0.079000,0.000700,5.000000,1.000000,0.030000,0.020000,True,140,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T204757Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,6,False,0.000500,0.000200,22,0.078000,0.000800,5.000000,1.000000,0.044000,0.055000,False,35,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T204758Z_momentum_bayes_1h
momentum,bayes,compact_60ticks,1h,0.0,0.0,0,100.0,3197,,1763484346.142,1763487946.142,False,3,False,0.000700,0.000700,82,0.113000,0.000600,5.000000,1.000000,0.016000,0.030000,True,144,runs_opt/compact_60ticks/momentum/bayes/1h/20251119T204759Z_momentum_bayes_1h
