t,side,price,qty,cash,equity,reason
1762425299999,BUY,103275.39650700001,0.09683816609043115,-3.5002499999991414,9997.49975,mom_long
1762425839999,SELL,103144.504518,0.09683816609043115,9982.327328664353,9982.327328664353,mom_exit_long
1762426979999,SELL,102884.180553,0.0970151974995775,19961.161092321854,9979.831996390369,mom_short
1762427819999,BUY,102913.660337,0.0970151974995775,9974.475962052615,9974.475962052615,mom_exit_short
1762428059999,BUY,103101.489118,0.09675392174240915,-3.4913159486186487,9971.982093700202,mom_long
1762429019999,SELL,103117.017267,0.09675392174240915,9970.990259058612,9970.990259058612,mom_exit_long
