t,side,price,qty,cash,equity,reason
1762424039999,BUY,102903.8,0.09717814113764506,0.0,10000.0,enter_on_first_bar
1762429979999,SELL,103227.89,0.09717814113764506,10031.494463761299,10031.494463761299,exit_at_end
